country,source,title,link,published_date,published_by,description,text
Pakistan,Tribune,What is Al-Ayyala? Trump video revives interest in traditional Emirati dance,https://tribune.com.pk/story/2546203/what-is-al-ayyala-trump-video-revives-interest-in-traditional-emirati-dance,"May 16, 2025",Tribune News Desk,"The cultural showcase quickly circulated on social media, with many viewers expressing curiosity about the ceremony.","During US President Donald Trump’s recent visit to the United Arab Emirates, a traditional Emirati dance performance featuring women in white robes swaying their long hair was staged as part of his official reception at Qasr Al Watan in Abu Dhabi. The cultural showcase quickly circulated on social media, with many viewers expressing curiosity about the ceremony. The performance is known as “Al-Ayyalah,” a traditional Gulf Arab art form and symbolic enactment of wartime unity, often performed at weddings, festivals, and national celebrations in the UAE and northern Oman. Al-Ayyalah involves men performing synchronised movements with bamboo canes, while women dance in formation, tossing their hair in rhythm with the beat of traditional drums. The dance has been recognised by UNESCO as part of the Intangible Cultural Heritage of Humanity, highlighting its deep-rooted cultural significance."
Pakistan,Tribune,"NA approves extension of CSS age limit, exam attempts from 2026",https://tribune.com.pk/story/2546228/na-approves-extension-of-css-age-limit-exam-attempts-from-2026,"May 16, 2025",Tribune News Desk,"PML-N’s Nosheen Iftikhar moved key resolution; from 2026, aspirants will get up to 5 CSS exam attempts","The National Assembly on Friday passed a resolution to increase the maximum age limit for candidates appearing in the Central Superior Services (CSS) examination from 30 to 35 years, with the new policy set to take effect from 2026, the Associated Press of Pakistan reported. The move, introduced by Pakistan Muslim League-Nawaz (PML‑N) MNA Syeda Nosheen Iftikhar, was brought before the House after a successful motion to suspend procedural rules. The resolution was passed without opposition, reflecting broad parliamentary support. Alongside the age limit increase, the resolution also allows candidates a total of five attempts at the CSS exam. Lawmakers urged the government to implement these changes without delay to give prospective applicants sufficient time to prepare under the revised criteria. The CSS exam serves as a key gateway to Pakistan’s elite federal services, including positions in administration, foreign affairs, customs, and other civil sectors. It has traditionally attracted fresh university graduates and young professionals, with strict eligibility criteria in terms of age and number of attempts. By raising the age cap and allowing an additional attempt, the new measures aim to broaden access and provide greater flexibility for aspirants who may need more time to prepare or who enter the workforce later."
Pakistan,Tribune,Nadra launches CNIC for organ donors with lifetime validity,https://tribune.com.pk/story/2546361/nadra-launches-cnic-for-organ-donors-with-lifetime-validity,"May 17, 2025",Tribune News Desk,The feature is also accessible via the Pak-ID mobile application.,"The National Database and Registration Authority (NADRA) has launched a new initiative offering lifetime Computerised National Identity Cards (CNICs) to Pakistani citizens who voluntarily pledge to donate their organs. These Smart National Identity Cards will carry a green heart symbol as a mark of humanitarian contribution. Eligible individuals aged 18 or above can obtain the marked Smart National Identity Card (SNIC) or National Identity Card for Overseas Pakistanis (NICOP) by visiting any NADRA registration centre. The feature is also accessible via the Pak-ID mobile application. اعضاء عطیہ کرنے والے افراد کا شناختی کارڈ تاحیات میعاد اور خصوصی نشان کے ساتھ  متعلقہ ڈونر رجسٹریشن اتھارٹیز میں رجسٹرڈ 18 سال اور زائد عمر کے افراد نادرا دفتر تشریف لائیں یا پاک آئی ڈی موبائل ایپ کے ذریعے خصوصی نشان والا سمارٹ کارڈ یا نائکوپ بنوائیں pic.twitter.com/aFzHKKwNUw Meanwhile, the National Database and Registration Authority (NADRA) has launched a digital system for birth and death registration at hospitals and healthcare centres across the country. According to a NADRA spokesperson, agreements have been signed between NADRA and provincial governments to modernise the civil registration system. Read more: https://tribune.com.pk/story/2545970/digital-birth-death-registration-at-hospitals-launched A formal signing ceremony was held in Karachi, where the Sindh secretary of health, the secretary of local government, and NADRA Sindh Director General Ehtesham Shahid signed the agreement. Sindh's Minister for Local Government Saeed Ghani was also present at the event."
Pakistan,Tribune,Community honours Christian fighter pilot,https://tribune.com.pk/story/2545778/community-honours-christian-fighter-pilot,"May 14, 2025",Tribune News Desk,"A large number of Christian men, women, and children participated in the procession began from Christian Colony.","A rally was organised by the Christian community in the second largest urban centre of Sindh to express solidarity with the Pakistan Armed Forces in the wake of the thumping success of Operation Bunyan-un-Marsoos and India's humiliating defeat. Organised under the leadership of Advocate Subha Bhatti, Imran Joseph, and Roomas Bhatti, the rally aimed to honour the bravery of Squadron Leader Kamran Masih Bhatti, who is credited with participating in an attack on the Indian airbase at Rajouri, in Indian Occupied Kashmir. A large number of Christian men, women, and children participated in the procession began from Christian Colony."
Pakistan,Tribune,"No public holiday on May 16 for Youm-e-Tashakur, government confirms",https://tribune.com.pk/story/2546046/no-public-holiday-on-may-16-for-youm-e-tashakur-government-confirms,"May 15, 2025",Tribune News Desk,Youm-e-Tashakur to be observed nationwide on Friday to honour Marka-e-Haq victory and salute Pakistan's armed forces.,"The government has officially designated May 16 as a ""Youm-e-Tashakur"" (Day of Gratitude) to commemorate the significant achievements in Operation Bunyanum Marsoos and Ma’araka-e-Haq, while making it clear that no public holiday will be observed on the day. Youm-e-Tashakur will be celebrated across the country on Friday, to honour the historic victory of Marka-e-Haq and pay tribute to the valiant armed forces and people of Pakistan, Radio Pakistan reported on Thursday. Following the announcement, a notification began circulating widely on social media, claiming that May 16 would be observed as a public holiday across the country, with all schools and offices closed.  However, official government sources have dismissed these claims, clarifying that there will be no public holiday on May 16. Authorities have stated unequivocally that the viral notification is fake, and no such directive has been issued. ""The Day of Gratitude will be observed at a national level, but it does not entail a general holiday,"" the sources confirmed, urging citizens to rely on verified channels for accurate information."
Pakistan,Tribune,IMF narrows focus on new tax measures,https://tribune.com.pk/story/2546153/imf-narrows-focus-on-new-tax-measures,"May 16, 2025",Tribune News Desk,IMF urges Pakistani authorities to listen to its experts instead of relying on the arguments about ground realities.,"The International Monetary Fund has narrowed down its focus in the new budget to mainly on additional tax measures and rebalancing the National Finance Commission award, as the government badly struggles finding any space to provide relief to the salaried class and the real estate sector. The salaried class has been hit the hardest which, according to the fresh details, paid an all-time record high Rs437 billion in income taxes in just 10 months of this fiscal year. The amount is higher by Rs150 billion compared to last year. The IMF on Thursday urged the Pakistani authorities to listen to its experts instead of relying on the arguments about ground realities or the Laffer Curve tax theory, the sources said. The Pakistani authorities mentioned low revenues due to high tax rates, which the IMF did not appreciate, they added. During a separate session, the IMF also raised questions on the working of the Federal Board of Revenue to cut taxes for the salaried class, said the government sources. They added the IMF was of the view that the proposed reduction in rates for the salaried class may result in far higher relief than claimed by the government. The FBR was now in the process of redoing the salaried class taxation slabs. The sources said that during the kick-off meeting with Finance Minister Muhammad Aurangzeb on Thursday for the budget approval, the IMF's outgoing mission Chief Nathan Porter narrowed down his mission's focus to four areas. The topmost priority of the IMF would be the revenue measures to back the Rs14.307 trillion tax target and rebalancing the distribution of fiscal resources under the NFC without affecting the constitutional scheme. The sources said that the other two areas of interest during the talks will be any savings from the downsizing of the government and the privatisation agenda in the next fiscal year. ] The provinces get 57.5% shares in the federal taxes and the government was trying to hold back some of the sums without amending the Constitution. During a meeting last week, a cabinet minister had recommended getting 50% of the additional defense spending from the provinces due to increasing requirements after India's naked hostilities against Pakistan. The IMF team virtually began discussions on the new budget from Turkey on Wednesday. The team plans to travel to Islamabad next week for the last round of talks ending on May 23rd. The sources said that during the kick-off meeting, the Pakistani authorities raised the issue of higher tax rates leading to low collection in certain areas. However, the IMF outgoing mission chief advised to listen to his experts. The IMF team seemed not impressed by the Laffer Curve economic theory. During a taxation related meeting with the FBR, the authorities shared the proposal of reducing taxes for the salaried class. The sources said that the government proposed increasing the income tax exemption threshold from Rs600,000 to Rs1.2 million per annum. It also proposed setting new slab rates of 10%, 25%, 33% and 35% while upwardly adjusting the income levels where these slabs will become effective. However, the IMF's view was that this would significantly dent the revenues. According to the fresh details, the salaried persons paid a whooping record Rs437 billion during July-April period of this fiscal year, which was Rs150 billion more than the last fiscal year. With two months remaining, the additional contribution would increase to around Rs190 billion compared to Rs75 billion that the government had claimed in June last year. The merit warrants that the salaried class burden should be lowered by at least Rs100 billion, as anything lower than would not end the discrimination with the class. The sources said that the government did not have enough fiscal space to give meaningful relief to the real estate sector. The initial proposal is to reduce the withholding taxes on the sale and purchase of the properties by only 0.5% each. The FBR wanted that after lowering the taxes, these should be treated as final liability but the Finance Minister asked to keep these adjustable. There was also a proposal to introduce a new slab of capital gains tax for the higher earnings from the property, said the sources. This week the discussions also took place within the government to reduce the sales tax on packaged milk. Some members of the FBR proposed to reduce the rate from 18% to either 15% or 17%. However, no decision was taken with one senior official suggesting to keep the rate unchanged. The 18% sales tax on packaged milk is the highest in the world despite higher malnutrition in Pakistan. While making a decision on reducing tax on milk, the FBR officials did not have a clear idea about the price of the packaged milk in the market. The tax authorities had also proposed to slap federal excise duty on biscuits but there was no agreement on that within the government. The proposal of slapping a new tax on biscuits and discussing at the level of the finance minister shows the insensitivity of the government. The sources said that the government was also considering two options with regards to the withdrawal of tax-free status of the erstwhile federally administered tribal areas. One proposal was to introduce the standard 18% rate while the second proposal was to introduce a 10% rate, said the sources. However, the final decision will be taken by the senior leadership of the PML-N, said the sources."
Pakistan,Tribune,Mere Rs10b proposed for M-6 in next PSDP,https://tribune.com.pk/story/2546105/mere-rs10b-proposed-for-m-6-in-next-psdp,"May 16, 2025",Tribune News Desk,Minister says Sukkur-Hyderabad-Karachi motorway top priority,"Finance Minister Muhammad Aurangzeb on Thursday assured the National Assembly that the Sukkur-Hyderabad-Karachi motorway is essential for Pakistan's economic connectivity and will be completed at all costs. Responding to concerns raised by lawmakers, the minister said the project has been prioritised and will move forward with funding either through foreign sources or the Public Sector Development Programme (PSDP). He said the federal budget is currently being finalised, and the Minister for Planning will be informed about the importance of the project so that appropriate allocations can be made. Minister of State for Planning, Development and Special Initiatives, Chaudhry Armaghan Subhani while responding to a calling attention notice over the project's exclusion from the PSDP 2024-25, he clarified that although the motorway did not make it to this year's development portfolio, he assured members that the Sukkur-Hyderabad Motorway (M-6) would be included in the PSDP 202526 and treated as a priority initiative under multiple funding mechanisms. He added that the Ministry of Communications has already proposed Rs10 billion for the M-6 in the next PSDP, with the figure subject to revision. ""This project will be reflected not only in the PSDP but also supported through foreign funding and Public-Private Partnership (PPP) models,"" he said adding that groundwork is underway to begin the project in the next fiscal year. He informed the house that global financial institutions, including the Asian Development Bank (ADB), are interested in co-financing the motorway and that negotiations are in progress. Dismissing allegations of regional favoritism, he said the M-6 is not a Punjab-centric project, pointing out that only an 18-kilometer stretch falls in Punjab, while the rest covers Sindh and Balochistan."
Pakistan,Tribune,HBL PSL X to resume with international players as teams confirm replacements,https://tribune.com.pk/story/2546073/hbl-psl-x-to-resume-with-international-players-as-teams-confirm-overseas-replacements,"May 16, 2025",Tribune News Desk,"PCB postponed the tournament on May 9 amid India tensions; with calm restored, it will now resume on May 17.","As the tenth edition of the HBL Pakistan Super League (PSL) gears up to resume following a brief pause, franchises have confirmed the availability of their international players and unveiled a slate of overseas signings to replace injured squad members. Islamabad United have confirmed the availability of five overseas stars for the remainder of the season. The lineup includes English opener Alex Hales, South African batter Rassie van der Dussen, Australian all-rounder Ben Dwarshuis, New Zealand’s Jimmy Neesham, and English pacer Tymal Mills. 🚨 @JimmyNeesh and @tmills15 join Islamabad United for the remainder of #HBLPSLX.  They’ll link up with Alex Hales, RVD and Ben Dwarshuis in Pakistan as the defending champions regroups for #4TheDream!  Read more: https://t.co/AFqDYzwR5z#UnitedWeWin #3xChampions pic.twitter.com/iPIJRArQU0 “These high-calibre overseas players bring world-class experience from top T20 leagues, significantly boosting our campaign as we enter the decisive phase of the tournament,” the franchise said in an official statement. “Islamabad United remains committed to delivering top-tier cricket to fans worldwide.” Lahore Qalandars have announced key changes to their squad following injuries to two international players. Sri Lankan power-hitter Bhanuka Rajapaksa replaces England’s Tom Curran, who has been sidelined with an ankle injury. 🚨 Welcoming our newest Qalandar!  Bangladesh’s star all-rounder Shakib Al Hasan joins Lahore Qalandars. He has replaced Daryl Mitchel, who was ruled out after sustaining an injury to his hand in our home game vs Karachi. @Sah75official pic.twitter.com/CjyADFIyeW Bangladesh’s veteran all-rounder Shakib Al Hasan joins the squad in place of New Zealand’s Daryl Mitchell, who sustained a hand injury during a home game against Karachi. Currently topping the PSL 10 points table, Quetta Gladiators have bolstered their roster with several strategic signings. 🥁 𝐑𝐄𝐏𝐋𝐀𝐂𝐄𝐌𝐄𝐍𝐓 𝐏𝐈𝐂𝐊𝐒 🥁  Adding more power to the #PurpleForce 🔥#HBLPSLX pic.twitter.com/qFOB0yB9zk While confirming New Zealand’s Finn Allen and South African veteran Rilee Rossouw are going to stay, the franchise also added three Asian power-hitters naming Sri Lanka’s Dinesh Chandimal and Avishka Fernando, and Afghanistan’s all-rounder Gulbadin Naib."
Pakistan,Tribune,"Three-year old son of American TikToker drowns, is in critical condition",https://tribune.com.pk/story/2545988/three-year-old-son-of-american-tiktoker-drowns-is-in-critical-condition,"May 15, 2025",Tribune News Desk,"Three-year-old Trigg, son of TikToker Emilie Kiser, is in critical condition after drowning incident in Arizona.","A tragic incident has gripped the online community after it emerged that TikTok influencer Emilie Kiser’s three-year-old son, Trigg, is in critical condition following a drowning accident in the family’s backyard pool. The incident occurred on Monday at a residence near Gilbert and Riggs roads in Chandler, Arizona. Emergency responders from the Chandler Police Department were the first to arrive after receiving a distress call. Officers found Trigg unconscious and began CPR immediately. Chandler Fire Department personnel later took over care and transported the child to Chandler Regional Hospital. He was then airlifted to Phoenix Children’s Hospital. “Chandler PD arrived on the scene first and found an unconscious 3-year-old boy who was pulled from the backyard pool. Officers began CPR, and firefighters took over patient care upon arrival,” said the Chandler Fire Department/ While neither Kiser nor local authorities have publicly confirmed the identity of the child, social media users quickly connected the dots, identifying the boy as Trigg, Emilie’s firstborn son who frequently appears in her TikTok videos. Emilie Kiser, 23, is a prominent social media personality known for her lifestyle content, cleaning routines, and family vlogs. With over 3.1 million followers and nearly half a billion likes on TikTok (@emiliekiser), she has cultivated a devoted following through relatable content featuring her husband Brady, their newborn daughter Eloise, and Trigg. Her last activity on the account was 2 days ago. Since then, she's received numerous messages of support in the comment sections of her videos. IDK WHAT HAPPENED LAST NIGHT BUT I’M NOT MADDDDD😭😭😭😭 #morningroutine #timestamp #timestampvlog #viral #trending #momsoftiktok #morninginmylife #productivity #movewithnicole #satisfying #mommotivation #postpartum #secondtimemom #newbornmom #marriage #family #grwm #selfcare The influencer had recently posted about moving back to Arizona after a stint in Utah for college. Fans and fellow creators have since flooded her recent posts with prayers and support, awaiting any official update on Trigg’s condition. As of now, the family has yet to issue a public statement."
Pakistan,Tribune,At least 94 killed in Gaza as Israeli airstrikes intensify ahead of planned aid rollout,https://tribune.com.pk/story/2546045/at-least-94-killed-in-gaza-as-israeli-airstrikes-intensify-ahead-of-planned-aid-rollout,"May 15, 2025",Tribune News Desk,"Gaza health ministry says 2,876 killed since Israel resumed airstrikes on March 18","Palestinian rescuers reported 94 people killed Thursday in Israeli strikes on blockaded Gaza, where a US-backed organisation said it intends to begin distributing aid by the end of the month. In the occupied West Bank, raids were ongoing and roads blocked after Israel’s military chief vowed to find the perpetrators of an attack that killed a pregnant Israeli woman. “Ninety-four martyrs have been killed in Israeli air strikes on the Gaza Strip since dawn today,” civil defence agency spokesman Mahmud Basal told AFP. The agency had given an earlier toll of 50 dead. Amir Selha, a 43-year-old Palestinian from north Gaza, reported “intense Israeli shelling all night”. “Tank shells are striking around the clock, and the area is packed with people and tents,” he said. Most Gazans have been displaced at least once during 19 months of war between Israel and Hamas. Israel blocked all aid from entering Gaza on March 2, before resuming operations on March 18 after talks to prolong a six-week ceasefire collapsed. Israel said the pressure aimed to force Hamas to free hostages in Gaza, most of them held since October 7, 2023 attack. The Gaza Humanitarian Foundation, a US-supported NGO, said it would begin distributing humanitarian aid in Gaza this month after talks with Israeli officials. Trump says US should ‘take’ Gaza and turn it into ‘freedom zone’ It said it had asked Israel to secure distribution points in northern Gaza, and that Israel had agreed. Evacuation orders The health ministry in Gaza said Thursday that 2,876 people have been killed since Israel resumed strikes on March 18. It said the overall death toll in Gaza since the war broke out on October 7, 2023 stands at 53,010. The Hamas attack resulted in the deaths of 1,218 people on the Israeli side, mostly civilians, according to an AFP tally based on official figures. Of the 251 hostages taken during the attack, 57 remain in Gaza, including 34 the military says are dead. Selha in Gaza said army quadcopter drones dropped leaflets in his neighbourhood early Thursday, asking residents to move south. The UN estimates that 70 percent of Gaza is now either an Israeli-declared no-go zone or under evacuation order. Basal said in a statement Thursday Israel “is employing a policy of shrinking areas and emptying populated regions to pressure and terrorise civilians”. Israeli Prime Minister Benjamin Netanyahu said Monday the military would enter Gaza “with full force” in the coming days. Despite air strikes, talks are still ongoing for a hostage release and ceasefire deal. With US President Donald Trump touring Gulf countries, his Middle East envoy Steve Witkoff discussed the hostages issue with Netanyahu on Wednesday. Hamas in a statement Thursday accused Netanyahu of undermining hostage release and ceasefire efforts “through deliberate military escalation, showing indifference to his captives, endangering their lives”. In the north of the occupied West Bank, meanwhile, Israel’s army chief said a manhunt was under way after an attack that killed a pregnant woman. Lieutenant General Eyal Zamir said at the site of the attack: “We will use all the tools at our disposal and reach the murderers in order to hold them accountable.” The woman, an Israeli settler who was on her way to give birth, was pronounced dead early Thursday. Her baby was saved after delivery by caesarean section, according to the Tel Aviv hospital where she was taken. Calls for revenge Israel’s military said in a statement Thursday that “both a physical and intelligence-based search” for the attacker was under way. Users of Palestinian Telegram channels sharing information on West Bank checkpoints on Thursday reported many road closures in the territory’s north. WhatsApp groups for Israeli settlers in the West Bank were rife with calls for vengeance in retaliation for the attack. “To make sure this never happens again.. we need real revenge! Erase every terror village, and every village that stays silent in the face of the murder of Jews,” one user wrote. In the northern West Bank town of Tammun, meanwhile, an army raid early Thursday killed four Palestinians, the former mayor said. Najeh Bani Odeh said he had been informed via a Palestinian-Israeli coordination channel that four fighters had been killed. The army did not confirm the raid to AFP. Bani Odeh said soldiers entered Tammun at 7am and surrounded a house in which “there were between four and five gunmen”. “We do not know what happened yet because the army is still present, but residents in the area said the army entered the house and that the young men were martyred inside,” Bani Odeh told AFP."
Pakistan,Tribune,Indo-Pak war 2025: Pakistan has the last laugh,https://tribune.com.pk/story/2545538/indo-pak-war-2025-pakistan-has-the-last-laugh,"May 13, 2025",Tribune News Desk,"Retaliatory strikes targeted not just troop concentrations and air assets, but the very spine of operational command","In the early hours following India's unprovoked attack, Pakistan's Armed Forces launched a calibrated response - code-named Operation Bunyanum Marsoos - one that not only neutralised incoming threats and gripped the world's attention instantly, but also sent a clear message to New Delhi the skies above Pakistan would not be ceded to aggression or violations of national sovereignty. What unfolded was not just a military response, but a moment of rare operational clarity - drones intercepted, air dominance reasserted, and command over the slaloming narrative of victory, being spun by India's media apparatus loyal to Prime Minister Narendra Modi, reclaimed with measured confidence - all in one fell swoop, under the banner of Operation Bunyanum Marsoos. Behind the scenes, coordination between the Pakistan Air Force, Army, and Navy ensured the response was not only proportional, but tactically above India's capabilities. The military's top brass, appearing in a rare tri-services media briefing, conveyed calm precision - a sharp contrast to their visibly tense Indian counterparts, who, hours later, struggled to account for the precise outcome in both numbers and detail before a press corps that had largely toed the government's narrative throughout the escalation - one triggered by a barrage of Indian missiles and breaches, but concluded by Pakistan's response. For Pakistan, what began as a military counter quickly transformed into a full-spectrum show of force. Its retaliatory strikes targeted not just Indian troop concentrations and air assets, but the very spine of India's operational command - from missile silos to drone fleets, air defence shields to digital firewalls. In a tightly coordinated air offensive, Pakistan neutralized 26 high-value military installations across five Indian states, leaving behind what experts have described as structural wreckage and tactical disarray for their opponent. At Beas and Nagrota - sites used to launch attacks on Pakistan that killed over 30 people - BrahMos storage facilities were reduced to ashes. In Udhampur, security officials from Pakistan revealed, India's prized S-400 air defence systems - the crown jewel of its aerial shield - were obliterated in minutes. Pathankot Airbase, long considered a frontline launchpad, they confirmed, was rendered inoperative, its runways crumpled and hangars charred. The logistics hub in Jalandhar came under sustained precision fire, triggering secondary explosions and cutting off crucial supply chains. According to officials, by the time Pakistan's strikes reached Nagrota, Akhnoor and Uri, the writing was on the wall of India – not only would aggression be met with force, but its military calculus had evolved - leaner, faster, and digitally lethal. Assault on Srinagar's Northern Command HQ - which left over 21 confirmed dead, officials said, sent shockwaves through India's northern military belt. Chandigarh's weapons depot and communications grid were similarly compromised, as was the airfield at Suratgarh, pushing Indian Air Force operations into retreat. Even India's prized Rafale jets - long sold to the world as emblems of assured air supremacy - failed to turn the tide. According to multiple foreign media outlets, including CNN, three of these jets were shot down across the Sialkot, Lahore and Kashmir sectors. As Operation Bunyanum Marsoos continued, it also chipped away at the Bharatiya Janata Party's (BJP) official narrative, stirring unease within Prime Minister Modi's inner circle. Meanwhile, news of destruction from Pakistan’s retaliation spread widely, prompting authorities to block over 8,000 social media accounts, including BBC Urdu, by executive order.  Speaking to Al Jazeera about the damage caused by Pakistan's retaliatory strikes, Shashank Joshi, defence editor at The Economist, noted that it is ""entirely possible"" India underestimated the advancement of Pakistan's Chinese-made missiles. But that 'damage' extended far beyond visible borders. In a deep-penetration drone campaign, Pakistan's UAVs dotted and crossed targets from Uri to Pokhran, from Amritsar to Barmer - searing through logistics corridors, fuel dumps, and communications outposts. Over 90 Indian drones, security officials said, were neutralized. Even the airspace near the Delhi National Capital Region wasn't spared during the operation. At the same time, a silent war was waged in cyberspace. Pakistan disabled ten SCADA networks, crippling 70 per cent of the Northern energy grid. Indian Railways' digital infrastructure, details gathered later, showed a total collapse. Gas supplies to Delhi and Kashmir were cut off. Information released by Pakistani officials confirms that key Indian government databases, surveillance systems, and at least three national media networks were severely compromised - with Aadhaar systems, the Indian Air Force network, and even the Maharashtra Election Commission among confirmed targets. In total, over 2,500 surveillance nodes were breached. Data reveals that dozens of web portals - including those of the ruling BJP and defence manufacturers - were either defaced or erased entirely. Addressing a media briefing to announce the successful conclusion of Operation Bunyanum Marsoos, Director General of Inter-Services Public Relations (DG ISPR), Lt Gen Ahmed Sharif Chaudhry, said that Pakistan had vowed justice and retribution for the reprehensible Indian aggression and killings of its citizens. ""Alhamdulillah! Pakistan Armed Forces have delivered the promise made to our people."""
Pakistan,Tribune,How indigenous technology helped PAF down Rafale,https://tribune.com.pk/story/2545964/how-indigenous-technology-helped-paf-down-rafale,"May 15, 2025",Tribune News Desk,Extraordinary feat sends shockwaves across the globe,"Chinese-made fighter jets may have stolen the limelight after Pakistan Air Force (PAF) shot down six Indian fighter jets, including highly-advanced French made Rafalebut that extraordinary feat was not possible without a critical indigenous technology that sent shockwaves across the globe. ""Our Chinese friends even want to know the operational details. How we did it,"" said a source privy to the development. When India inducted Rafale jets into its air force, Pakistan lost the ""first shot"" capability and the PAF was cognizant of the fact. The Operation Swift Retort in February 2019 in response to India's Balakot strikes was perhaps the last conventional battle and dogfight. Even at that time PAF showed glimpses of its prowess in the electromagnetic sphere when it jammed Indian Mig-21, making it difficult to escape the kill. But still the PAF was far from possessing the technology to excel in multi domain. The induction of J10-C was Pakistan's response to India's Rafael but that was not enough. The paradigm shift came after Air Chief Marshal Zaheer Ahmad Babar took charge of the PAF in March 2021. He had envisioned that the future wars would no longer be conventional and hence he had started working on the idea of multi domain. A ""multi-domain"" refers to operations that integrate and synchronise capabilities across multiple warfare domains to achieve mission objectives. The key domains are: traditional aircraft-based operations, ii) land – coordination with ground forces, iii) sea – involving naval power, iv) space – satellites, missile warning, navigation (GPS), and communications, v) cyber – digital warfare, including network defense and offensive cyber operations, vi) Electromagnetic Spectrum (EMS) – jamming, electronic warfare, and signal disruption. The PAF multi-domain operation encompasses real-time imagery, cyber units disabling enemy radar, drones providing surveillance and fighter jets launching precision strikes. ""All while being coordinated through secure, networked communications,"" said the source. ""In the modern warfare you may have many toys but there is no use of those toys if they don't talk to each other,"" according to the source. For example, Pakistan has acquired radars from different countries. Integration of those technologies that have different origins was an uphill task. The source said what the PAF did was that it developed an indigenous Data Link that integrated all these systems. Under the modernisation plan, the PAF established the PAF Cyber Command (PAFCC) and the PAF Space Command (PAFSC) in Islamabad. The PAF also created the NASTP (National Aerospace Science & Technology Park) which has become a hub for various indigenous programs. On the night of April 28 and 29, the PAF high command was on high alert. At the Command Operation Center (COC), the integrated system was put to test for the first time in real war theater, although the PAF did multiple war games to check its efficacy. After midnight, the system immediately spotted four Rafale jets when they took off and flew over the Indian-Illegally Occupied Jammu and Kashmir. The air chief and his team were watching the movements of planes live. The PAF jets were airborne within no time and Pakistan managed to jam some of the systems of the Rafale, forcing the Indian jets to flee. The potential hostile act was thwarted. All Indian fighter jets including 14 Rafale when they took off on the night of 6 and 7 May to launch a series of missile strikes inside Pakistan were immediately spotted through electronic IDs. As many as 72 Indian fighter jets were airborne and deep inside in their territory. Yet, the Pakistani side could see and track their movements. As per the rules of engagements given to Pakistani pilots, Indian fighter jets would only be shot at if they released any weapon. The moment they fired missiles inside Pakistan, the rules of engagements changed midair and PAF pilots were asked to shoot them down. Due to integrated Data link, Pakistani pilots had a clear visibility and necessary ground support enabling them to hit the target bulls' eye. This was for the first time Rafale was shot down in a combat action. This was also the first time Chinese and western technologies were tested on the battlefield and China came out on top. While China-Pakistan close cooperation played a key role, the importance of indigenous system developed by PAF over the last few years cannot be ignored, according to sources. ""Losing six fighter jets in a battle is a massive blow to the Indian Air Force,"" said a PAF officer, who added while the nation cherished the victory they were preparing for the next challenge."
Pakistan,Tribune,"Rs1,500 prize bond winners announced for May 15, 2025 draw",https://tribune.com.pk/story/2545610/rs1500-prize-bond-winners-announced-for-may-15-2025-draw,"May 15, 2025",Tribune News Desk,"The draw for the Rs1,500 prize bond (Draw No. 102) was held in Karachi on May 15, 2025","Prize bonds remain a preferred savings instrument for many Pakistanis, offering a secure investment option with the potential for significant monetary rewards. They are available in denominations of Rs100, Rs200, Rs750, Rs1,500, Rs3,000, Rs7,500, Rs15,000, and Rs40,000. The draw for the Rs1,500 prize bond (Draw No. 102) was held in Karachi on May 15, 2025, according to the Central Directorate of National Savings. The results have now been officially announced. According to the official results, the first prize of Rs3,000,000 was awarded to bond number 902481. The second prize of Rs1,000,000 each was won by bond numbers 500006, 516817, and 777270. Additionally, 1,696 winners received the third prize of Rs18,500 each. Prize bond results are issued by the National Savings Division and can be verified through official channels."
Pakistan,Tribune,BISP beneficiaries protest over illegal cuts,https://tribune.com.pk/story/2545771/bisp-beneficiaries-protest-over-illegal-cuts,"May 14, 2025",Tribune News Desk,"Affected women accuse staff of deducting Rs2,000 to 3,000","Women staged a protest in a government school situated in New Karachi, over alleged deductions from payments being distributed under the Benazir Income Support Programme (BISP). They accused the staff of bribery and harassment. On receiving reports of the protest, officers from Bilal Colony police and other officials reached the scene. According to a statement, issued by SSP Central Zeeshan Shafiq Siddiqui, authorities received information about alleged deductions from BISP payments at the New Karachi Government School. The affected women staged a protest inside the school, accusing the staff of taking bribes and harassing them. It was alleged that the staff was deducting amounts ranging from Rs2,000 to over Rs3,000 from different individuals. Besides the deductions, women also alleged, they were being harassed inside the school premises. SSP Central stated that police are currently gathering more information and conducting further investigations into the allegations made by the women. DSP New Karachi was present at the site along with police personnel, while district administration officials were also present at the school. When contacted, SHO Bilal Colony Nasir Khan confirmed that the police recorded statements of the affected women regarding the allegations of deductions at the government school located in New Karachi's Sector 5-E. Senior officers have been informed, and further legal action will be taken based on their directives. Video statements of women, who had gone to collect their BISP payments have also gone viral on social media. In the videos, women allege that they were harassed, money was allegedly deducted, bribes were demanded, and they were called into separate rooms, among other accusations. Some women also stated that they had been visiting the centre for several days to collect their payments but were still not paid."
